🌸刘公子的,#genre#
广州共享课堂初一,http://xiaozeng.aweitv.top/live/gdtv.php?id=2067_1500
广州共享课堂初二,http://xiaozeng.aweitv.top/live/gdtv.php?id=2068_1500
广州共享课堂初三,http://xiaozeng.aweitv.top/live/gdtv.php?id=2069_1500
广州共享课堂高一,http://xiaozeng.aweitv.top/live/gdtv.php?id=2070_1500
广州共享课堂高二,http://xiaozeng.aweitv.top/live/gdtv.php?id=2071_1500




🌺多彩·贵州,#genre#
贵州卫视 8M,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=gzwshd8m/8000000

贵州-2,http://39.136.18.96:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226119/1/01.m3u8?fmt=ts2hls,63,01.m3u8,0,3906,0,0&
贵州-3,http://39.136.18.102:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226287/1/01.m3u8?fmt=ts2hls,1177,01.m3u8,0,3907,0,0
贵州-4,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225740/1/01.m3u8?fmt=ts2hls,3,01.m3u8,0,2744,0,0&
贵州-5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225662/1/01.m3u8?fmt=ts2hls,43,01.m3u8,0,2744,0,0&
贵州-6,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225672/1/01.m3u8?fmt=ts2hls,23,01.m3u8,0,2744,0,0&
贵州-7,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226289/1/01.m3u8?fmt=ts2hls,1179,01.m3u8,0,2000,0,0


铜仁-1,http://39.136.18.97:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225775/1/01.m3u8?fmt=ts2hls,206,01.m3u8,0,4298,0,0&
铜仁-2,http://39.136.18.69:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226102/1/01.m3u8?fmt=ts2hls,208,01.m3u8,0,2735,0,0
遵义综合,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/zytv.php?id=zyzh#http://39.136.18.85:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226026/1/01.m3u8?fmt=ts2hls,208,01.m3u8,0,2761,0,0&
遵义公共,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/zytv.php?id=zygg
遵义都市,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/zytv.php?id=zyds
黔西南综合,http://39.136.18.101:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225995/1/01.m3u8?fmt=ts2hls,183,01.m3u8,0,2744,0,0&
黔西南公共,http://39.136.18.87:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226003/1/01.m3u8?fmt=ts2hls,183,01.m3u8,0,2744,0,0&
毕节-1,http://39.136.18.86:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226113/1/01.m3u8?fmt=ts2hls,329,01.m3u8,0,4201,0,0
毕节-2,http://39.136.18.105:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226133/1/01.m3u8?fmt=ts2hls,63,01.m3u8,0,4200,0,0&
思南综合,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226299/1/01.m3u8?fmt=ts2hls,1167,01.m3u8,0,3907,0,0
黔南-1,http://39.136.18.80:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226022/1/01.m3u8?fmt=ts2hls,183,01.m3u8,0,2744,0,0&
黔南-2,http://39.136.18.97:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226025/1/01.m3u8?fmt=ts2hls,183,01.m3u8,0,2744,0,0&
黔东南综合,http://39.136.18.78:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226091/1/01.m3u8?fmt=ts2hls,207,01.m3u8,0,4200,0,0&
安顺-1,http://39.136.18.84:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226241/1/index.m3u8?fmt=ts2hls&icpid=88888888&from=1&hms_devid=4700,4730&online=1687758492&vqe=3#http://39.136.18.68:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226054/1/01.m3u8?fmt=ts2hls,206,01.m3u8,0,8269,0,0&
安顺-2,http://39.136.18.90:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226276/1/01.m3u8?fmt=ts2hls,1057,01.m3u8,0,3907,0,0#http://player4.juyun.tv/camera/113071181.m3u8
凯里,http://39.136.18.85:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226062/1/01.m3u8?fmt=ts2hls,206,01.m3u8,0,2442,0,0&
黔西,http://39.136.18.82:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225693/1/01.m3u8?fmt=ts2hls,43,01.m3u8,0,9669,0,0&
桐梓综合频道,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226095/1/01.m3u8?fmt=ts2hls,331,01.m3u8,0,2735,0,0
六盘水1,rtmp://tv.lpsrtv.com:1935/channellive/ch1
六盘水2,rtmp://tv.lpsrtv.com:1935/channellive/ch2
贵阳新闻,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225743/1/index.m3u8?fmt=ts2hls
贵阳新闻,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226037/1/index.m3u8?fmt=ts2hls

贵州-2,http://[2409:8087:6a01:1020::c]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225682/1/index.m3u8?fmt=ts2hls
贵州-2,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226119/1/index.m3u8?fmt=ts2hls
贵州-2,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225682/1/index.m3u8?fmt=ts2hls
贵州-3,http://[2409:8087:6a01:1020::b]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226158/1/index.m3u8?fmt=ts2hls
贵州-3,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226158/1/index.m3u8?fmt=ts2hls
贵州-3,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225704/1/index.m3u8?fmt=ts2hls
贵州-3,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225704/1/1.m3u8?fmt=ts2hls
贵州-4,http://[2409:8087:6a01:1020::e]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225740/1/index.m3u8?fmt=ts2hls
贵州-4,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225740/1/index.m3u8?fmt=ts2hls
贵州-4,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226280/1/index.m3u8?fmt=ts2hls
贵州-5,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225662/1/index.m3u8?fmt=ts2hls
贵州-5,http://[2409:8087:6a01:1020::e]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226277/1/index.m3u8?fmt=ts2hls
贵州-5,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225662/1/1.m3u8?fmt=ts2hls
贵州-6,http://[2409:8087:6a01:1020::e]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225672/1/index.m3u8?fmt=ts2hls
贵州-6,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225672/1/index.m3u8?fmt=ts2hls
贵州-6,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225672/1/1.m3u8?fmt=ts2hls
贵州-7,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225741/1/index.m3u8?fmt=ts2hls
贵州-7,http://[2409:8087:6a01:1020::e]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226289/1/index.m3u8?fmt=ts2hls
黔东南,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226033/1/index.m3u8?fmt=ts2hls
黔东南新闻,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226033/1/1.m3u8?fmt=ts2hls
黔东南新闻,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226091/1/index.m3u8?fmt=ts2hls
黔东南新闻,http://[2409:8087:6a01:1020::b]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226033/1/index.m3u8?fmt=ts2hls
黔东南综合,http://[2409:8087:6a01:1020::c]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226033/1/index.m3u8?fmt=ts2hls
黔西综合,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225693/1/index.m3u8?fmt=ts2hls
遵义都市,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226051/1/index.m3u8?fmt=ts2hls
遵义都市,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226317/1/index.m3u8?fmt=ts2hls
遵义公共,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226320/1/index.m3u8?fmt=ts2hls
遵义公共,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226028/1/index.m3u8?fmt=ts2hls
遵义公共,http://[2409:8087:6a01:1020::e]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226320/1/index.m3u8?fmt=ts2hls
遵义综合,http://[2409:8087:6a01:1020::e]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226318/1/index.m3u8?fmt=ts2hls
遵义综合,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226026/1/index.m3u8?fmt=ts2hls
毕节1,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226002/1/index.m3u8?fmt=ts2hls
毕节1,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226113/1/index.m3u8?fmt=ts2hls
毕节2,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226021/1/index.m3u8?fmt=ts2hls
六盘水,rtmp://tv.lpsntv.com:1935/channellive/ch1
六盘水1,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225772/1/index.m3u8?fmt=ts2hls
六盘水1,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225772/1/1.m3u8?fmt=ts2hls
六盘水2,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225773/1/index.m3u8?fmt=ts2hls
六盘水2,rtmp://tv.lpsntv.com:1935/channellive/ch2
安顺公共,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226034/1/index.m3u8?fmt=ts2hls
安顺新闻,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226054/1/index.m3u8?fmt=ts2hls
凯里,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226062/1/index.m3u8?fmt=ts2hls
凯里,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226094/1/index.m3u8?fmt=ts2hls
凯里,http://[2409:8087:6a01:1020::c]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226094/1/index.m3u8?fmt=ts2hls
贵州法治,http://api2.52tb.xyz/info?id=704&token=20230326xflvzc
贵州公共,http://api2.52tb.xyz/info?id=701&token=20230326xflvzc
贵州经济,http://api2.52tb.xyz/info?id=706&token=20230326xflvzc
贵州科教,http://api2.52tb.xyz/info?id=705&token=20230326xflvzc
贵州科教,https://i.cntv.sbs/hls/gz.m3u8?id=gzkj
贵州生活,http://api2.52tb.xyz/info?id=703&token=20230326xflvzc
贵州移动,http://api2.52tb.xyz/info?id=707&token=20230326xflvzc
贵州移动电视,https://i.cntv.sbs/hls/gz.m3u8?id=gzyd
贵州影视,http://api2.52tb.xyz/info?id=702&token=20230326xflvzc
贵州影视文艺,https://i.cntv.sbs/hls/gz.m3u8?id=gzys


贵阳-1,http://10.228.68.73:8888/udp/238.255.3.198:5999
黔西南公共,http://live2.qxndt.com/ggpd/sd/live.m3u8
黔西南综合,http://live2.qxndt.com/zhpd/sd/live.m3u8
黔南-1,rtmp://tv.qntv.net/channellive/ch1?zguizd
黔南-2,rtmp://tv.qntv.net/channellive/ch2?zguizd
安顺-2,http://player4.juyun.tv/camera/113071181.m3u8


金沙综合,https://customer-live.slradio.cn/live/jinsharmt-app2.m3u8
松桃台,http://live.strmtzx.cn/stxw/sd/live.m3u8
凤岗电视台,http://live.fgxrmtzx.cn:90/live/zhpd.m3u8
石阡台,http://111.123.209.13:9000/hls/main/playlist.m3u8
三都新闻综合,http://111.122.191.167:2119/hls/sdtv/sdtv001/index.m3u8

清镇新闻综合,http://pili-live-rtmp.143.i2863.com/i2863-143/live_143_397273.m3u8

道真新闻综合,http://live.dzrmtzx.org.cn:90/live/dspd_1M.m3u8
七星关电视台,http://p8.vzan.com/slowlive/226313827085932673/live.m3u8
七星关电视台备,http://p8.vzan.com:80/slowlive/226313827085932673/live.m3u8

仁怀新闻综合,http://aliyun-live.rh163.cn:80/live/app1.m3u8
乌当,https://pluslive.wrbtv.cn/wrbtv3/playlist.m3u8?_upt=3377ed771681195786
湄潭电视台,http://p8.vzan.com/slowlive/158160919638855965/live.m3u8?zbid=1635496647&tpid=1651841758&type=0#http://Host:pis.alicdn.com/p/pcdn/i.php?v=901192638946

💐诗画·浙江,#genre#
钱江频道,http://183.144.80.224:8888/rtp/233.50.201.132:5140
浙江经济生活,http://183.144.80.224:8888/rtp/233.50.201.133:5140
浙江教育,http://183.144.80.224:8888/rtp/233.50.201.134:5140
浙江民生,http://183.144.80.224:8888/rtp/233.50.201.136:5140
浙江news,http://183.144.80.224:8888/rtp/233.50.201.137:5140
浙江少儿,http://183.144.80.224:8888/rtp/233.50.201.138:5140
杭州1综合,http://183.144.80.224:8888/rtp/233.50.201.173:5140
杭州2明珠,http://183.144.80.224:8888/rtp/233.50.201.174:5140
杭州3生活,http://183.144.80.224:8888/rtp/233.50.201.175:5140
杭州4影视,http://183.144.80.224:8888/rtp/233.50.201.176:5140
杭州5青少,http://183.144.80.224:8888/rtp/233.50.201.177:5140
杭州导视,http://183.144.80.224:8888/rtp/233.50.201.182:5140
极速汽车,http://183.144.80.224:8888/rtp/233.50.201.208:5140
宁波TV1,http://183.144.80.224:8888/rtp/233.50.201.168:5140
宁波TV2,http://183.144.80.224:8888/rtp/233.50.201.178:5140
宁波TV3,http://183.144.80.224:8888/rtp/233.50.201.179:5140
宁波TV4,http://183.144.80.224:8888/rtp/233.50.201.180:5140
宁波TV5,http://183.144.80.224:8888/rtp/233.50.201.181:5140
温州新闻,http://183.144.80.224:8888/rtp/233.50.201.87:5140
衢州新闻,http://183.144.80.224:8888/rtp/233.50.201.155:5140
绍兴新闻,http://183.144.80.224:8888/rtp/233.50.201.156:5140
台州-1,http://183.144.80.224:8888/rtp/233.50.201.157:5140
湖州公共,http://183.144.80.224:8888/rtp/233.50.201.158:5140
金华新闻,http://183.144.80.224:8888/rtp/233.50.201.161:5140
丽水新闻,http://183.144.80.224:8888/rtp/233.50.201.162:5140
嘉兴新闻,http://183.144.80.224:8888/rtp/233.50.201.163:5140
桐乡新闻,http://183.144.80.224:8888/rtp/233.50.201.169:5140
杭州导视,http://183.144.80.224:8888/rtp/233.50.201.182:5140
之江记录,http://183.144.80.224:8888/rtp/233.50.202.25:5140
优优宝贝,http://183.144.80.224:8888/rtp/233.50.202.24:5140
YMG新闻,/rtp/233.50.201.159:5140
法制天地,http://183.144.80.224:8888/rtp/233.50.201.191:5140
金鹰卡通,http://183.144.80.224:8888/rtp/233.50.201.73:5140
哈哈炫动,http://183.144.80.224:8888/rtp/233.50.201.74:5140
动漫秀场,http://183.144.80.224:8888/rtp/233.50.201.184:5140
游戏风云,http://183.144.80.224:8888/rtp/233.50.201.183:5140
乐游,http://183.144.80.224:8888/rtp/233.50.201.185:5140
金色学堂,http://183.144.80.224:8888/rtp/233.50.201.186:5140
生活时尚,http://183.144.80.224:8888/rtp/233.50.201.187:5140
茶频道,http://183.144.80.224:8888/rtp/233.50.201.188:5140
快乐垂钓,http://183.144.80.224:8888/rtp/233.50.201.109:5140
BesTV,http://183.144.80.224:8888/rtp/233.50.201.201:5140
中国蓝直播,http://183.144.80.224:8888/rtp/233.50.201.193:5140
新视觉HD,http://183.144.80.224:8888/rtp/233.50.201.244:5140
欢笑剧场,http://183.144.80.224:8888/rtp/233.50.201.189:5140
都市剧场,http://183.144.80.224:8888/rtp/233.50.201.190:5140
电视购物,http://183.144.80.224:8888/rtp/233.50.201.248:5140
家有购物,http://183.144.80.224:8888/rtp/233.50.201.90:5140
游戏频道,http://183.144.80.224:8888/rtp/233.50.201.207:5140
游戏频道,http://183.144.80.224:8888/rtp/233.50.201.215:5140
未知频道,http://183.144.80.224:8888/rtp/233.50.201.224:5140
中国蓝直播,http://183.144.80.224:8888/rtp/233.50.201.108:5140


浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8?zzhed
1中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
2中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
3中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
4中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
5中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
6中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
7中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
8中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
9中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
10中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
11中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel11/1080p.m3u8
12中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
13中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
14中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel14/1080p.m3u8
15中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
16中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel16/1080p.m3u8
17中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel17/1080p.m3u8
18中国蓝TV,http://hw-m-l.cztv.com/channels/lantian/channel18/1080p.m3u8


宁波新闻综合,http://www.372583307.top:4022/udp/233.50.201.168:5140
宁波经济生活,http://www.372583307.top:4022/udp/233.50.201.178:5140
宁波都市文体,http://www.372583307.top:4022/udp/233.50.201.179:5140
宁波影视高清,http://www.372583307.top:4022/udp/233.50.201.180:5140
宁波少儿频道,http://www.372583307.top:4022/udp/233.50.201.181:5140
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
宁波余姚姚江,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8

杭州明珠,http://183.129.242.178:3333/tsfile/live/1016_1.m3u8
杭州明珠,http://www.372583307.top:4022/udp/233.50.201.174:5140
杭州生活,http://183.129.242.178:3333/tsfile/live/1017_1.m3u8
杭州生活,http://www.372583307.top:4022/udp/233.50.201.175:5140
杭州体育,http://183.129.242.178:3333/tsfile/live/1019_1.m3u8
杭州体育,http://www.372583307.top:4022/udp/233.50.201.177:5140
杭州影视,http://183.129.242.178:3333/tsfile/live/1018_1.m3u8
杭州影视,http://www.372583307.top:4022/udp/233.50.201.176:5140
杭州综合,http://www.372583307.top:4022/udp/233.50.201.173:5140
杭州综合,http://www.372583307.top:4022/udp/233.50.201.173:5140
杭州明珠,http://www.372583307.top:4022/udp/233.50.201.174:5140
杭州生活,http://www.372583307.top:4022/udp/233.50.201.175:5140
杭州影视,http://www.372583307.top:4022/udp/233.50.201.176:5140
杭州体育,http://www.372583307.top:4022/udp/233.50.201.177:5140
杭州明珠,http://183.129.242.178:3333/tsfile/live/1016_1.m3u8
杭州生活,http://183.129.242.178:3333/tsfile/live/1017_1.m3u8
杭州影视,http://183.129.242.178:3333/tsfile/live/1018_1.m3u8
杭州体育,http://183.129.242.178:3333/tsfile/live/1019_1.m3u8
北仑电视台,http://play-sh.quklive.com/live/1626327731714170.m3u8
江山电视台,http://play-sh.quklive.com/live/1623117710666335.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
杭州萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan3/720p.m3u8
杭州余杭平安,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
杭州余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
常山新闻综合,https://hlsv2.quklive.com/live/1621306190044902/index.m3u8
德清文化生活,http://live.yingxi.tv/channel2/sd/live.m3u8
德清新闻综合,http://live.yingxi.tv/channel1/sd/live.m3u8
洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
嘉兴桐乡综合,http://live.txcmapp.com/tszh1/sd/live.m3u8
金华东阳影视,http://204.11.235.251:1935/live_transcoder/ngrp:mohabat.stream_all/playlist.m3u8
金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
金华东阳新闻,http://play-a2.quklive.com/live/1681113308206040.m3u8?time=1684134983567
金华兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
金华武义综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
景宁电视台,http://play-sh11.quklive.com/live/1644806967279134.m3u8
磐安文化生活,http://hlsv2.quklive.com/live/1626401163709056/index.m3u8
磐安新闻综合,http://hlsv2.quklive.com/live/1626400915947070/index.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
衢州开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8

绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
天台和合频道,http://hlsv2.quklive.com/live/1617072208961931/index.m3u8
温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
永康华溪频道,http://hlsv2.quklive.com/live/1625062755227231/index.m3u8
永康新闻综合,http://hlsv2.quklive.com/live/1625061424267104/index.m3u8
镇海先锋影视,http://pluslive.zhxww.net/channel2/sd/live.m3u8
镇海综合频道,http://pluslive.zhxww.net/channel1/sd/live.m3u8
舟山嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
